LAT,LON,YEAR,MO,DY,PRECTOT,T2M_MIN,T2M_MAX
-37.78349,145.25601,1989,6,15,1.02,6.99,11.03
-37.78349,145.25601,1989,6,16,6.28,8.15,13.01
-37.78349,145.25601,1989,6,17,8.48,9.09,13.62
-37.78349,145.25601,1989,6,18,6.71,6.24,9.65
-37.78349,145.25601,1989,6,19,4.09,6.29,10.48
-37.78349,145.25601,1989,6,20,0.55,4.69,10.9
-37.78349,145.25601,1989,6,21,0.31,5.76,11.95
-37.78349,145.25601,1989,6,22,0.19,3.82,12.69
-37.78349,145.25601,1989,6,23,5.76,4.36,10.07
-37.78349,145.25601,1989,6,24,3.01,4.32,7.82
-37.78349,145.25601,1989,6,25,0.69,4,8.96
-37.78349,145.25601,1989,6,26,0.09,1.91,10.96
-37.78349,145.25601,1989,6,27,0.2,0.91,10.66
-37.78349,145.25601,1989,6,28,0.04,1.74,13.11
-37.78349,145.25601,1989,6,29,0.03,3.5,12.87
-37.78349,145.25601,1989,6,30,0.6,5.53,12.7
-37.78349,145.25601,1989,7,1,6.48,6.73,12.91
-37.78349,145.25601,1989,7,2,7.4,8.2,11.19
-37.78349,145.25601,1989,7,3,3.7,6.68,11.65
-37.78349,145.25601,1989,7,4,3.41,4.56,8.67
-37.78349,145.25601,1989,7,5,1.03,4.31,7.75
-37.78349,145.25601,1989,7,6,3.15,3.49,5.95
-37.78349,145.25601,1989,7,7,1.35,3.15,7.73
-37.78349,145.25601,1989,7,8,0.58,6.24,8.26
-37.78349,145.25601,1989,7,9,0.48,5.43,7.74
-37.78349,145.25601,1989,7,10,18.02,4.39,8.16
-37.78349,145.25601,1989,7,11,4.36,4.72,8.71
-37.78349,145.25601,1989,7,12,0.8,4.06,8.88
-37.78349,145.25601,1989,7,13,0.19,2.83,9.69
-37.78349,145.25601,1989,7,14,0.02,0.95,10.39
-37.78349,145.25601,1989,7,15,0.03,0.15,9.48
-37.78349,145.25601,1989,7,16,0.5,1.21,9.29
-37.78349,145.25601,1989,7,17,2.52,3,7.79
-37.78349,145.25601,1989,7,18,4.27,4.59,8.2
-37.78349,145.25601,1989,7,19,3.05,3.48,7.94
-37.78349,145.25601,1989,7,20,4.28,3.13,8.82
-37.78349,145.25601,1989,7,21,0.84,2.76,9.69
-37.78349,145.25601,1989,7,22,0.3,1.23,9.43
-37.78349,145.25601,1989,7,23,0.33,1.89,8.63
-37.78349,145.25601,1989,7,24,1.66,5.4,12.48
-37.78349,145.25601,1989,7,25,0.25,5.79,14.81
-37.78349,145.25601,1989,7,26,0.08,3.8,14.24
-37.78349,145.25601,1989,7,27,0.04,4.61,12.84
-37.78349,145.25601,1989,7,28,4.89,4.6,11.77
-37.78349,145.25601,1989,7,29,6.95,7.46,12.5
-37.78349,145.25601,1989,7,30,0.71,5.23,10.44
-37.78349,145.25601,1989,7,31,19.17,3.55,7.07
-37.78349,145.25601,1989,8,1,2.34,2.24,11.11
-37.78349,145.25601,1989,8,2,0.43,5.37,12.07
-37.78349,145.25601,1989,8,3,0.07,4.51,11.95
-37.78349,145.25601,1989,8,4,3.59,3.32,11.11
-37.78349,145.25601,1989,8,5,3.83,3.78,8.05
-37.78349,145.25601,1989,8,6,3.88,5.29,9.49
-37.78349,145.25601,1989,8,7,6.01,3.97,8.5
-37.78349,145.25601,1989,8,8,7.42,3.42,7.79
-37.78349,145.25601,1989,8,9,0.9,3.7,11.01
-37.78349,145.25601,1989,8,10,4.25,6.25,11.22
-37.78349,145.25601,1989,8,11,1.19,3.7,9.77
-37.78349,145.25601,1989,8,12,0.99,3.41,10
-37.78349,145.25601,1989,8,13,0.32,3.69,12.54
-37.78349,145.25601,1989,8,14,0.13,2.1,11.98
-37.78349,145.25601,1989,8,15,0.9,2.85,11.76
-37.78349,145.25601,1989,8,16,1.15,5.25,10.51
-37.78349,145.25601,1989,8,17,0.11,5.1,12.88
-37.78349,145.25601,1989,8,18,0.04,4.15,14.24
-37.78349,145.25601,1989,8,19,5.87,7.57,12.1
-37.78349,145.25601,1989,8,20,2.91,6.32,11.4
-37.78349,145.25601,1989,8,21,0.4,4.19,11.79
-37.78349,145.25601,1989,8,22,7.85,5.36,8.11
-37.78349,145.25601,1989,8,23,11.72,5.3,8.22
-37.78349,145.25601,1989,8,24,2.37,3.72,9.33
-37.78349,145.25601,1989,8,25,4.17,3.86,10.49
-37.78349,145.25601,1989,8,26,4.97,4.54,9.12
-37.78349,145.25601,1989,8,27,3.24,2.77,6.64
-37.78349,145.25601,1989,8,28,6.27,3.4,9.27
-37.78349,145.25601,1989,8,29,4.34,5.21,8
-37.78349,145.25601,1989,8,30,0.52,4.48,11.97
-37.78349,145.25601,1989,8,31,12.96,4.41,10.85
-37.78349,145.25601,1989,9,1,3.72,6.58,12.63
-37.78349,145.25601,1989,9,2,0.13,6.83,13.66
-37.78349,145.25601,1989,9,3,0.24,5.76,13.58
-37.78349,145.25601,1989,9,4,0.14,6.28,13.2
-37.78349,145.25601,1989,9,5,0.01,6.55,15.36
-37.78349,145.25601,1989,9,6,0.13,5.19,14.48
-37.78349,145.25601,1989,9,7,0.02,3.4,14.68
-37.78349,145.25601,1989,9,8,0.04,6.72,16.26
-37.78349,145.25601,1989,9,9,1.19,6.07,13.79
-37.78349,145.25601,1989,9,10,6.83,5.21,14.53
-37.78349,145.25601,1989,9,11,3.25,5.5,10.41
-37.78349,145.25601,1989,9,12,4.08,5.67,10.83
-37.78349,145.25601,1989,9,13,8.59,3.4,9.5
-37.78349,145.25601,1989,9,14,2.48,4.87,10.4
-37.78349,145.25601,1989,9,15,3.38,5.93,11.01
-37.78349,145.25601,1989,9,16,0.24,4.5,14.2
-37.78349,145.25601,1989,9,17,2.51,5.37,12.45
-37.78349,145.25601,1989,9,18,1.95,6.7,13.53
-37.78349,145.25601,1989,9,19,2.16,6.83,13.19
-37.78349,145.25601,1989,9,20,0.76,6.15,15.12
-37.78349,145.25601,1989,9,21,0.03,6.25,15.93
-37.78349,145.25601,1989,9,22,12.34,7,14.3
-37.78349,145.25601,1989,9,23,1.05,5.63,13.23
-37.78349,145.25601,1989,9,24,0.05,4,16.79
-37.78349,145.25601,1989,9,25,8.91,5.74,12.39
-37.78349,145.25601,1989,9,26,1.78,5.02,11.46
-37.78349,145.25601,1989,9,27,0.23,5.51,14.49
-37.78349,145.25601,1989,9,28,0,4.04,17.81
-37.78349,145.25601,1989,9,29,0.03,7.81,20.03
-37.78349,145.25601,1989,9,30,1.65,10.47,16.38
-37.78349,145.25601,1989,10,1,6.18,5.43,11.18
-37.78349,145.25601,1989,10,2,1.73,4.32,10.57
-37.78349,145.25601,1989,10,3,0.04,3.76,14.98
-37.78349,145.25601,1989,10,4,2.56,6.08,18.05
-37.78349,145.25601,1989,10,5,5.56,8.69,13.99
-37.78349,145.25601,1989,10,6,1.48,7.02,14.09
-37.78349,145.25601,1989,10,7,7.43,5.22,14.34
-37.78349,145.25601,1989,10,8,5.29,6.75,11.86
-37.78349,145.25601,1989,10,9,4.31,6.16,11.33
-37.78349,145.25601,1989,10,10,5.61,6.64,11.83
-37.78349,145.25601,1989,10,11,1.44,6.92,14.62
-37.78349,145.25601,1989,10,12,4.39,7.06,14.48
-37.78349,145.25601,1989,10,13,10.73,8.23,15.54
-37.78349,145.25601,1989,10,14,1.48,7.14,14.46
-37.78349,145.25601,1989,10,15,6.58,6.96,20.63
-37.78349,145.25601,1989,10,16,0.18,5.34,14.85
-37.78349,145.25601,1989,10,17,0.01,4.33,18.45
-37.78349,145.25601,1989,10,18,0.1,10.89,21.98
-37.78349,145.25601,1989,10,19,6.39,8.59,17.39
-37.78349,145.25601,1989,10,20,5.26,7.22,14.56
-37.78349,145.25601,1989,10,21,0.08,6.03,16.92
-37.78349,145.25601,1989,10,22,0.11,7.82,17.18
-37.78349,145.25601,1989,10,23,0.03,7.04,16.31
-37.78349,145.25601,1989,10,24,1.34,6.11,20.22
-37.78349,145.25601,1989,10,25,15.03,10.52,16.42
-37.78349,145.25601,1989,10,26,9.32,7.12,20.63
-37.78349,145.25601,1989,10,27,18.54,5.87,10.33
-37.78349,145.25601,1989,10,28,2.18,7.99,15.06
-37.78349,145.25601,1989,10,29,0.01,8.78,18.92
-37.78349,145.25601,1989,10,30,19.59,8.19,19.72
-37.78349,145.25601,1989,10,31,1.86,6.54,13.8
-37.78349,145.25601,1989,11,1,1.54,5.29,15.08
-37.78349,145.25601,1989,11,2,0.51,7.42,16.13
-37.78349,145.25601,1989,11,3,0.26,7.34,18.64
-37.78349,145.25601,1989,11,4,0.69,9.01,20.41
-37.78349,145.25601,1989,11,5,2.83,11.3,23.01
-37.78349,145.25601,1989,11,6,4.04,8.33,11.95
-37.78349,145.25601,1989,11,7,2.05,8.32,15.54
-37.78349,145.25601,1989,11,8,2.51,6.79,15.57
-37.78349,145.25601,1989,11,9,0.48,6.34,14.42
-37.78349,145.25601,1989,11,10,0.32,7.52,16.35
-37.78349,145.25601,1989,11,11,0.31,6.6,17.14
-37.78349,145.25601,1989,11,12,0.01,8.24,17.65
-37.78349,145.25601,1989,11,13,0,8.59,20.63
-37.78349,145.25601,1989,11,14,0.08,10.19,21.81
-37.78349,145.25601,1989,11,15,0.61,9.91,22.57
-37.78349,145.25601,1989,11,16,5.74,13.79,21.4
-37.78349,145.25601,1989,11,17,3.06,9.53,16.77
-37.78349,145.25601,1989,11,18,2.36,8.58,15.15
-37.78349,145.25601,1989,11,19,0.83,8.52,15.85
-37.78349,145.25601,1989,11,20,0.08,8,21.41
-37.78349,145.25601,1989,11,21,0.02,9.82,25.25
-37.78349,145.25601,1989,11,22,0.05,13.1,25.47
-37.78349,145.25601,1989,11,23,0.69,13.98,27.94
-37.78349,145.25601,1989,11,24,0.09,10.47,17.98
-37.78349,145.25601,1989,11,25,0.09,10.2,22.21
-37.78349,145.25601,1989,11,26,0.07,11.61,23.5
-37.78349,145.25601,1989,11,27,0.17,11.55,24.89
-37.78349,145.25601,1989,11,28,0.04,11.84,26.66
-37.78349,145.25601,1989,11,29,1.82,15.29,27.88
-37.78349,145.25601,1989,11,30,4.24,15.69,22.52
-37.78349,145.25601,1989,12,1,3.24,14.42,26.52
-37.78349,145.25601,1989,12,2,3.45,12.45,22.25
-37.78349,145.25601,1989,12,3,1.08,9.66,18.32
-37.78349,145.25601,1989,12,4,0.08,8.89,17.37
-37.78349,145.25601,1989,12,5,0.35,9.47,24.33
-37.78349,145.25601,1989,12,6,0.3,12.23,25.09
-37.78349,145.25601,1989,12,7,0.4,13.61,26.92
-37.78349,145.25601,1989,12,8,0.02,13.22,27.79
-37.78349,145.25601,1989,12,9,0.29,13.33,27.31
-37.78349,145.25601,1989,12,10,0.03,16.31,28.97
-37.78349,145.25601,1989,12,11,0,14.06,27.28
-37.78349,145.25601,1989,12,12,0.04,11.35,21.66
-37.78349,145.25601,1989,12,13,10.53,10.09,17.31
-37.78349,145.25601,1989,12,14,3.57,9.48,15.07
-37.78349,145.25601,1989,12,15,1.67,10.01,17.33
-37.78349,145.25601,1989,12,16,0.18,9.07,22.21
-37.78349,145.25601,1989,12,17,0.01,9.99,28.69
-37.78349,145.25601,1989,12,18,0.81,13.76,29.59
-37.78349,145.25601,1989,12,19,0.51,14.12,30.02
-37.78349,145.25601,1989,12,20,0.82,9.65,18.56
-37.78349,145.25601,1989,12,21,0.25,9.44,19.23
-37.78349,145.25601,1989,12,22,0.01,7.49,23.69
-37.78349,145.25601,1989,12,23,0,10.03,26.85
-37.78349,145.25601,1989,12,24,0.02,10.74,31.29
-37.78349,145.25601,1989,12,25,4.85,15.18,33.43
-37.78349,145.25601,1989,12,26,1.82,12.46,21.73
-37.78349,145.25601,1989,12,27,8.3,10.63,17.27
-37.78349,145.25601,1989,12,28,0.92,9.82,19.24
-37.78349,145.25601,1989,12,29,0,8.59,28.34
-37.78349,145.25601,1989,12,30,0,10.89,25.6
-37.78349,145.25601,1989,12,31,0.05,12,31.66
-37.78349,145.25601,1990,1,1,0.01,11.6,22.8
-37.78349,145.25601,1990,1,2,0.02,10,30.06
-37.78349,145.25601,1990,1,3,0.01,13.42,35.44
-37.78349,145.25601,1990,1,4,0.02,12.15,20.96
-37.78349,145.25601,1990,1,5,0.04,10.99,25.46
-37.78349,145.25601,1990,1,6,0,11.84,28.46
-37.78349,145.25601,1990,1,7,0.02,13.82,21.49
-37.78349,145.25601,1990,1,8,0.42,13.1,24.06
-37.78349,145.25601,1990,1,9,0.39,14.4,26.98
-37.78349,145.25601,1990,1,10,0.41,16.22,25.84
-37.78349,145.25601,1990,1,11,0.43,20.55,31.63
-37.78349,145.25601,1990,1,12,0.18,14.82,27.8
-37.78349,145.25601,1990,1,13,0.03,12.52,24.61
-37.78349,145.25601,1990,1,14,0,11.22,20.37
-37.78349,145.25601,1990,1,15,0.99,10.14,19.17
-37.78349,145.25601,1990,1,16,0.75,7.91,18.3
-37.78349,145.25601,1990,1,17,0.17,9.29,27.65
-37.78349,145.25601,1990,1,18,0.8,13.9,28.32
-37.78349,145.25601,1990,1,19,0.06,13.04,29.35
-37.78349,145.25601,1990,1,20,0.05,12.17,23.78
-37.78349,145.25601,1990,1,21,0.01,9.95,22.17
-37.78349,145.25601,1990,1,22,0,9.95,28.87
-37.78349,145.25601,1990,1,23,0.04,13.31,34.34
-37.78349,145.25601,1990,1,24,0.06,15.67,36.7
-37.78349,145.25601,1990,1,25,0.01,13.96,29.99
-37.78349,145.25601,1990,1,26,0.01,16.17,34.44
-37.78349,145.25601,1990,1,27,0.01,15.84,30.4
-37.78349,145.25601,1990,1,28,0.27,13.55,22.69
-37.78349,145.25601,1990,1,29,0.06,11.39,26.84
-37.78349,145.25601,1990,1,30,0,14.55,33.75
-37.78349,145.25601,1990,1,31,1.31,13.29,22.2
-37.78349,145.25601,1990,2,1,33.01,10.93,13.6
-37.78349,145.25601,1990,2,2,4.68,10.66,19.8
-37.78349,145.25601,1990,2,3,2.48,12.99,22.21
-37.78349,145.25601,1990,2,4,4.11,13.07,21.09
-37.78349,145.25601,1990,2,5,0.24,11.38,22.15
-37.78349,145.25601,1990,2,6,0.07,9.94,23.99
-37.78349,145.25601,1990,2,7,0.87,11.63,28.45
-37.78349,145.25601,1990,2,8,3.5,14.18,26.76
-37.78349,145.25601,1990,2,9,8.89,13.36,22.87
-37.78349,145.25601,1990,2,10,18.29,13.37,20.79
-37.78349,145.25601,1990,2,11,2.68,12.35,20.76
-37.78349,145.25601,1990,2,12,0.19,11.59,23.71
-37.78349,145.25601,1990,2,13,0.02,11.17,25.24
-37.78349,145.25601,1990,2,14,0.03,11.4,27.86
-37.78349,145.25601,1990,2,15,0.04,16.46,30.05
-37.78349,145.25601,1990,2,16,0.02,14.53,32.16
-37.78349,145.25601,1990,2,17,1.96,13.94,23.53
-37.78349,145.25601,1990,2,18,0.09,11.69,25.67
-37.78349,145.25601,1990,2,19,0.01,12.72,26.71
-37.78349,145.25601,1990,2,20,0.01,12.15,30.98
-37.78349,145.25601,1990,2,21,0.3,15.53,33.24
-37.78349,145.25601,1990,2,22,7.58,15.98,28.52
-37.78349,145.25601,1990,2,23,0.23,12.72,22.7
-37.78349,145.25601,1990,2,24,0,10.95,24.46
-37.78349,145.25601,1990,2,25,0.02,12.39,26.49
-37.78349,145.25601,1990,2,26,0.03,12.54,28.37
-37.78349,145.25601,1990,2,27,1.65,14.52,27.84
-37.78349,145.25601,1990,2,28,8,16.92,23.42
-37.78349,145.25601,1990,3,1,0.82,16.35,25.73
-37.78349,145.25601,1990,3,2,0.12,15.62,29.76
-37.78349,145.25601,1990,3,3,0.07,17.5,31.34
-37.78349,145.25601,1990,3,4,0.35,16.98,31.18
-37.78349,145.25601,1990,3,5,0.1,16.11,25.01
-37.78349,145.25601,1990,3,6,1.1,11.13,17.87
-37.78349,145.25601,1990,3,7,0.15,10.09,22.31
-37.78349,145.25601,1990,3,8,0,10.43,28.97
-37.78349,145.25601,1990,3,9,0.06,12.82,24.9
-37.78349,145.25601,1990,3,10,1.47,12.55,23.27
-37.78349,145.25601,1990,3,11,2.58,11.41,17.58
-37.78349,145.25601,1990,3,12,0.25,10,18.32
-37.78349,145.25601,1990,3,13,0,7.34,25.17
-37.78349,145.25601,1990,3,14,0.06,11.78,23.53
-37.78349,145.25601,1990,3,15,0.24,9.69,19.24
-37.78349,145.25601,1990,3,16,0,7.37,25.38
-37.78349,145.25601,1990,3,17,0.01,11.25,27.82
-37.78349,145.25601,1990,3,18,0.25,11.93,17.44
-37.78349,145.25601,1990,3,19,0.06,10.92,21.31
-37.78349,145.25601,1990,3,20,0,9.22,24.15
-37.78349,145.25601,1990,3,21,0,10.91,22.59
-37.78349,145.25601,1990,3,22,0.04,11.49,27.97
-37.78349,145.25601,1990,3,23,0.05,14.55,29.81
-37.78349,145.25601,1990,3,24,0.16,16.37,27.38
-37.78349,145.25601,1990,3,25,0.05,15.93,30.76
-37.78349,145.25601,1990,3,26,0.04,16.7,29.86
-37.78349,145.25601,1990,3,27,0.36,18.52,29.84
-37.78349,145.25601,1990,3,28,20.09,11.95,22.81
-37.78349,145.25601,1990,3,29,0.25,10.09,21.03
-37.78349,145.25601,1990,3,30,0.09,10,21.81
-37.78349,145.25601,1990,3,31,0.02,9.72,21.22
-37.78349,145.25601,1990,4,1,0.58,11.08,19.85
-37.78349,145.25601,1990,4,2,0.59,10.56,17.09
-37.78349,145.25601,1990,4,3,0,8.33,24.41
-37.78349,145.25601,1990,4,4,0.06,11.55,26.63
-37.78349,145.25601,1990,4,5,0.01,12.55,27.22
-37.78349,145.25601,1990,4,6,0.02,13.86,27.2
-37.78349,145.25601,1990,4,7,0.02,11.67,20.92
-37.78349,145.25601,1990,4,8,0.03,11.3,22.14
-37.78349,145.25601,1990,4,9,0.04,11.6,25.37
-37.78349,145.25601,1990,4,10,1.44,14.12,23.7
-37.78349,145.25601,1990,4,11,1.81,15.36,19.09
-37.78349,145.25601,1990,4,12,1.18,13.98,24.73
-37.78349,145.25601,1990,4,13,15.98,14.19,24.53
-37.78349,145.25601,1990,4,14,3.62,11.24,19.44
-37.78349,145.25601,1990,4,15,0.81,9.56,16.17
-37.78349,145.25601,1990,4,16,0.38,8.75,17.63
-37.78349,145.25601,1990,4,17,0.18,9.45,18.17
-37.78349,145.25601,1990,4,18,0.12,11.55,19.47
-37.78349,145.25601,1990,4,19,0.12,10.57,20.82
-37.78349,145.25601,1990,4,20,3.14,12.6,21.48
-37.78349,145.25601,1990,4,21,43.34,12.87,15.01
-37.78349,145.25601,1990,4,22,2.3,10.12,15.67
-37.78349,145.25601,1990,4,23,0.55,8.36,16.53
-37.78349,145.25601,1990,4,24,1.72,11.3,17.79
-37.78349,145.25601,1990,4,25,13.38,10.19,14.66
-37.78349,145.25601,1990,4,26,8.55,9.64,12.68
-37.78349,145.25601,1990,4,27,2.17,8.73,14.29
-37.78349,145.25601,1990,4,28,0.09,7.12,17.82
-37.78349,145.25601,1990,4,29,5.25,8.62,14.3
-37.78349,145.25601,1990,4,30,0.67,8.08,18.22
-37.78349,145.25601,1990,5,1,0,9.73,21.32
-37.78349,145.25601,1990,5,2,0.11,9.65,17.67
-37.78349,145.25601,1990,5,3,0.03,8.14,18.89
-37.78349,145.25601,1990,5,4,0,10.59,20.11
-37.78349,145.25601,1990,5,5,3.66,14.26,20.24
-37.78349,145.25601,1990,5,6,0.76,8.64,15.26
-37.78349,145.25601,1990,5,7,0.08,6.74,14.91
-37.78349,145.25601,1990,5,8,0,5.78,15.9
-37.78349,145.25601,1990,5,9,0.29,7.5,18.49
-37.78349,145.25601,1990,5,10,2.68,11.76,16.97
-37.78349,145.25601,1990,5,11,0.41,10.46,18.63
-37.78349,145.25601,1990,5,12,0.94,8.32,17.18
-37.78349,145.25601,1990,5,13,0.07,4.98,11.98
-37.78349,145.25601,1990,5,14,0.2,6.21,13.03
-37.78349,145.25601,1990,5,15,0.04,6.01,15.91
-37.78349,145.25601,1990,5,16,1.21,7.57,15.75
-37.78349,145.25601,1990,5,17,9.52,7.93,14.98
-37.78349,145.25601,1990,5,18,1.91,6.67,12.63
-37.78349,145.25601,1990,5,19,2.45,7.94,10.86
-37.78349,145.25601,1990,5,20,1.51,5.29,11.03
-37.78349,145.25601,1990,5,21,0.22,5.33,12.8
-37.78349,145.25601,1990,5,22,0.24,5.05,12.18
-37.78349,145.25601,1990,5,23,1.01,6.23,13.25
-37.78349,145.25601,1990,5,24,0.98,7.58,11.28
-37.78349,145.25601,1990,5,25,1.72,7.72,11.84
-37.78349,145.25601,1990,5,26,0.53,6.74,12.76
-37.78349,145.25601,1990,5,27,0.11,6.04,15.73
-37.78349,145.25601,1990,5,28,0.12,5.89,16.39
-37.78349,145.25601,1990,5,29,0.06,3.79,15.87
-37.78349,145.25601,1990,5,30,0.86,5.72,14.51
-37.78349,145.25601,1990,5,31,4.2,7.54,13.09
-37.78349,145.25601,1990,6,1,3.4,6.92,9.91
-37.78349,145.25601,1990,6,2,5.32,6.1,9.54
-37.78349,145.25601,1990,6,3,2.79,7.36,12.19
-37.78349,145.25601,1990,6,4,0.97,6.89,12.16
-37.78349,145.25601,1990,6,5,0.51,5.72,11.54
-37.78349,145.25601,1990,6,6,0.04,2.98,14.11
-37.78349,145.25601,1990,6,7,0.02,4.24,15.67
-37.78349,145.25601,1990,6,8,0.02,6.26,15.73
-37.78349,145.25601,1990,6,9,0.72,6.74,15.25
-37.78349,145.25601,1990,6,10,10.39,6.01,14.01
-37.78349,145.25601,1990,6,11,0.42,4.9,14.05
-37.78349,145.25601,1990,6,12,0.38,5.14,14.83
-37.78349,145.25601,1990,6,13,5.23,6.59,12.03
-37.78349,145.25601,1990,6,14,0.23,5.9,13.2
-37.78349,145.25601,1990,6,15,0.12,2.96,12.39
-37.78349,145.25601,1990,6,16,7.12,6.87,10.26
-37.78349,145.25601,1990,6,17,3.02,4.66,9.31
-37.78349,145.25601,1990,6,18,0.6,3.18,9.84
-37.78349,145.25601,1990,6,19,0.96,4.61,10.23
-37.78349,145.25601,1990,6,20,0.03,1.67,12.4
-37.78349,145.25601,1990,6,21,1.52,5.09,12.68
-37.78349,145.25601,1990,6,22,1.75,7.15,12.84
-37.78349,145.25601,1990,6,23,1.11,6.14,12.97
-37.78349,145.25601,1990,6,24,0.27,4.47,10.66
-37.78349,145.25601,1990,6,25,0.91,2.83,8.43
-37.78349,145.25601,1990,6,26,3.33,2.41,7.12
-37.78349,145.25601,1990,6,27,19.92,3.26,4.82
-37.78349,145.25601,1990,6,28,4.18,2.97,8.21
-37.78349,145.25601,1990,6,29,2.78,7.19,9.52
-37.78349,145.25601,1990,6,30,0.1,6.59,10.42
-37.78349,145.25601,1990,7,1,10.21,3.46,7.06
-37.78349,145.25601,1990,7,2,9.31,3.79,8.36
-37.78349,145.25601,1990,7,3,6.23,5.21,8.25
-37.78349,145.25601,1990,7,4,4.78,5.69,9.9
-37.78349,145.25601,1990,7,5,8.13,3.48,9.16
-37.78349,145.25601,1990,7,6,1.65,2.07,8.31
-37.78349,145.25601,1990,7,7,2.14,7.59,10.39
-37.78349,145.25601,1990,7,8,0.7,6.77,11.86
-37.78349,145.25601,1990,7,9,1.67,7.58,10.74
-37.78349,145.25601,1990,7,10,0.51,6.12,11.67
-37.78349,145.25601,1990,7,11,0.22,4.27,12.85
-37.78349,145.25601,1990,7,12,0.12,3.4,11.02
-37.78349,145.25601,1990,7,13,0.72,4.73,11.89
-37.78349,145.25601,1990,7,14,4.75,6.51,12.1
-37.78349,145.25601,1990,7,15,8.87,8.14,12.03
-37.78349,145.25601,1990,7,16,9.1,8.17,13.44
-37.78349,145.25601,1990,7,17,3.04,7.29,14.5
-37.78349,145.25601,1990,7,18,31.37,5.09,12.24
-37.78349,145.25601,1990,7,19,1.84,4.58,10.38
-37.78349,145.25601,1990,7,20,1.16,4.76,10.98
-37.78349,145.25601,1990,7,21,2.45,5.29,10.35
-37.78349,145.25601,1990,7,22,3.41,5.9,11.2
-37.78349,145.25601,1990,7,23,0.75,6.74,12.67
-37.78349,145.25601,1990,7,24,2.8,7.36,13.99
-37.78349,145.25601,1990,7,25,0.54,5.88,9.9
-37.78349,145.25601,1990,7,26,0.34,4.33,10.16
-37.78349,145.25601,1990,7,27,2.54,4.32,9.65
-37.78349,145.25601,1990,7,28,2.51,5.07,9.39
-37.78349,145.25601,1990,7,29,0.97,4.56,8.74
-37.78349,145.25601,1990,7,30,0.57,3.47,10.94
-37.78349,145.25601,1990,7,31,0.68,5.4,11.03
-37.78349,145.25601,1990,8,1,1.2,5.87,11.48
-37.78349,145.25601,1990,8,2,0.71,7.39,12.07
-37.78349,145.25601,1990,8,3,0.5,6.97,15.24
-37.78349,145.25601,1990,8,4,2.13,6.39,10.52
-37.78349,145.25601,1990,8,5,6.5,6.41,10.31
-37.78349,145.25601,1990,8,6,9.29,6.37,9.17
-37.78349,145.25601,1990,8,7,2.44,5.91,8.88
-37.78349,145.25601,1990,8,8,3.4,5.01,8.83
-37.78349,145.25601,1990,8,9,4.44,4.17,7.96
-37.78349,145.25601,1990,8,10,8.04,5.53,9.02
-37.78349,145.25601,1990,8,11,2.25,4.32,9.89
-37.78349,145.25601,1990,8,12,4.89,4.42,9.42
-37.78349,145.25601,1990,8,13,1.57,5.34,10.37
-37.78349,145.25601,1990,8,14,1.53,5.53,9.41
-37.78349,145.25601,1990,8,15,6.58,5.78,8.35
-37.78349,145.25601,1990,8,16,7.54,5.85,9.14
-37.78349,145.25601,1990,8,17,2.58,4.62,9.36
-37.78349,145.25601,1990,8,18,0.34,4.11,10.21
-37.78349,145.25601,1990,8,19,1.72,3.56,12.03
-37.78349,145.25601,1990,8,20,14.18,5.32,11.54
-37.78349,145.25601,1990,8,21,4.18,4.78,10.53
-37.78349,145.25601,1990,8,22,6.39,2.63,5.09
-37.78349,145.25601,1990,8,23,4.65,4.18,10.3
-37.78349,145.25601,1990,8,24,3.59,4.5,9.52
-37.78349,145.25601,1990,8,25,6.52,3.37,7.2
-37.78349,145.25601,1990,8,26,0.46,1.47,9.57
-37.78349,145.25601,1990,8,27,0.4,1.18,12.82
-37.78349,145.25601,1990,8,28,0.28,2.84,13.29
-37.78349,145.25601,1990,8,29,5.9,7.84,11.51
-37.78349,145.25601,1990,8,30,3.88,5.21,12.96
-37.78349,145.25601,1990,8,31,0.95,5.98,11.37
-37.78349,145.25601,1990,9,1,0.11,4.48,12.75
-37.78349,145.25601,1990,9,2,9.07,5.35,10.16
-37.78349,145.25601,1990,9,3,10.33,5.4,9.4
-37.78349,145.25601,1990,9,4,4,5.78,11.47
-37.78349,145.25601,1990,9,5,1.51,7.37,14.34
-37.78349,145.25601,1990,9,6,1,6.51,12.33
-37.78349,145.25601,1990,9,7,0.34,4.66,12.05
-37.78349,145.25601,1990,9,8,0.02,2.39,14.31
-37.78349,145.25601,1990,9,9,0.08,2.91,15.19
-37.78349,145.25601,1990,9,10,0.05,7.46,17.77
-37.78349,145.25601,1990,9,11,0,10.5,16.71
-37.78349,145.25601,1990,9,12,8.6,7.2,11.57
-37.78349,145.25601,1990,9,13,3.51,4.87,8.75
-37.78349,145.25601,1990,9,14,0.31,3.5,12.03
-37.78349,145.25601,1990,9,15,0.86,6.44,12.18
-37.78349,145.25601,1990,9,16,0.26,5.72,13.3
-37.78349,145.25601,1990,9,17,0.02,5.13,15.35
-37.78349,145.25601,1990,9,18,0.06,5.63,16.26
-37.78349,145.25601,1990,9,19,0.03,7.89,16.87
-37.78349,145.25601,1990,9,20,2.14,11.85,18.69
-37.78349,145.25601,1990,9,21,8.38,6.55,13
-37.78349,145.25601,1990,9,22,0.03,4.64,14.08
-37.78349,145.25601,1990,9,23,0,4.32,17.07
-37.78349,145.25601,1990,9,24,0.21,8.01,19.78
