LAT,LON,YEAR,MO,DY,PRECTOT,T2M_MIN,T2M_MAX
47.00001,4.50001,1982,1,22,3.3,0.4,5.43
47.00001,4.50001,1982,1,23,4.18,-0.49,2.87
47.00001,4.50001,1982,1,24,0.51,-2.09,2.08
47.00001,4.50001,1982,1,25,0.06,-2.68,1.74
47.00001,4.50001,1982,1,26,6.49,-2.34,3.64
47.00001,4.50001,1982,1,27,5.58,-0.54,2.66
47.00001,4.50001,1982,1,28,0.15,-2.61,2.21
47.00001,4.50001,1982,1,29,5.93,-1.02,5.1
47.00001,4.50001,1982,1,30,2.12,4.52,7.42
47.00001,4.50001,1982,1,31,1.15,2.96,6.45
47.00001,4.50001,1982,2,1,0.11,-2.51,5.88
47.00001,4.50001,1982,2,2,0,-3.44,6.01
47.00001,4.50001,1982,2,3,0.12,-0.21,8.24
47.00001,4.50001,1982,2,4,1.66,2.11,7.27
47.00001,4.50001,1982,2,5,0.01,1.49,9.35
47.00001,4.50001,1982,2,6,0.44,2.53,9.39
47.00001,4.50001,1982,2,7,0.77,3.53,9.34
47.00001,4.50001,1982,2,8,0.69,2.54,8.28
47.00001,4.50001,1982,2,9,0.01,0.14,8.55
47.00001,4.50001,1982,2,10,0.02,-1.04,10.77
47.00001,4.50001,1982,2,11,0.04,2.41,9.97
47.00001,4.50001,1982,2,12,0.01,2.61,9.96
47.00001,4.50001,1982,2,13,4.69,2.33,10.69
47.00001,4.50001,1982,2,14,5.78,0.01,6.48
47.00001,4.50001,1982,2,15,1.2,0.06,3.45
47.00001,4.50001,1982,2,16,1.88,-0.26,5.01
47.00001,4.50001,1982,2,17,0.03,-1.57,7.12
47.00001,4.50001,1982,2,18,0.48,0.55,10.81
47.00001,4.50001,1982,2,19,4.85,0.45,2.85
47.00001,4.50001,1982,2,20,1.26,-0.43,5.7
47.00001,4.50001,1982,2,21,0.03,-3.05,4.89
47.00001,4.50001,1982,2,22,0.12,-2.66,5.24
47.00001,4.50001,1982,2,23,0.05,-2.82,1.21
47.00001,4.50001,1982,2,24,0.14,-3.23,1.58
47.00001,4.50001,1982,2,25,0.03,-4.18,1.92
47.00001,4.50001,1982,2,26,0.06,-5.26,1.84
47.00001,4.50001,1982,2,27,0,-4.98,6.14
47.00001,4.50001,1982,2,28,1.17,-0.3,8.01
47.00001,4.50001,1982,3,1,3.04,4.62,11.14
47.00001,4.50001,1982,3,2,7.68,2.97,7.53
47.00001,4.50001,1982,3,3,1.34,2.73,11.12
47.00001,4.50001,1982,3,4,4.21,1.73,7.96
47.00001,4.50001,1982,3,5,0.09,-0.96,6.8
47.00001,4.50001,1982,3,6,0.02,-2.3,5.52
47.00001,4.50001,1982,3,7,0.02,-4.39,4.85
